Name,Year of Incorporation,Employee Range,Investment Stage,Sector Labels,Tags,Website,Notes
LIFTONTECH SUPREME PTE. LTD.,2018,,Pre-seed,,,,
UNITED ADDITIVE MANUFACTURING PTE. LTD.,2019,,Pre-seed,,,https://www.uam3d.com/,based on internet checks
EX SPORTS PTE. LTD.,2019,,Pre-seed,,,,
FERMATICS (PTE.) LTD.,2019,,Pre-seed,,,,
NEW WEALTH EXPERIENCE PTE. LTD.,2018,,Pre-seed,,,,no webpage found
QOOCO ASIA PTE. LTD.,2018,,Pre-seed,,,,
SLOWFORM PTE. LTD.,2019,,Pre-seed,,,,
MANYREQUESTS PTE. LTD.,2020,,Pre-seed,,,,
GFR HOLDINGS PTE. LTD.,2019,,Pre-seed,,,,no webpage found
IMMUNOA PTE. LTD.,2018,,Pre-seed,,,https://www.immunoa.com/,based on internet checks
SGITAL PTE. LTD.,2017,11 - 50,Pre-seed,AI; Enterprise Solutions; SaaS; Cloud,Risk Management; Employee Experience; Customer Service; Digital Transformation; Service Operations; AIOPs; Agile,https://www.sgital.com,
BETASMARTZ GLOBAL PTE. LTD.,2016,,Pre-seed,,,,
PRIMERA ELEVATION TECHNOLOGY PTE. LTD.,2016,,Pre-seed,,,,
NYUN AI PTE. LTD.,2023,1 - 10,Pre-seed,AI; Cleantech; Cloud,Sustainable AI solution for the better world,https://nyunai.com/,
HYDROGRO PTE. LTD.,2022,1 - 10,Pre-seed,Food Science and Technology; Agritech; Food & Beverage; Food Manufacturing & Processing,Precision Agriculture; flower; plants; edible flower; horticulture; farm,http://www.hydrogro.sg,
APROBEE TECHNOLOGY PTE. LTD.,2016,,Pre-seed,,,,no webpage found
SKOOLY PTE. LTD.,2016,,Pre-seed,,,https://getskooly.com/,based on internet checks
MIND POINTEYE PTE. LTD.,2016,,Pre-seed,,,http://www.mindpointeye.com,based on internet checks
BIO CIRCLE PTE. LTD.,2019,,Pre-seed,,,,no webpage found
CBMM SUPPLY SERVICES AND SOLUTIONS PTE. LTD.,2018,,Pre-seed,,,https://cbmmgroup.com/,based on internet checks
CONNECTEDLIFE HEALTH PTE. LTD.,2020,,Pre-seed,,,,
BRIOMED TECHNOLOGIES PTE. LTD.,2021,,Pre-seed,,,https://briomed.tech,based on internet checks
BLUMAIDEN BIOSCIENCES PTE. LTD.,2020,,Pre-seed,,,https://blumaiden.com,based on internet checks
JMEDGUARD PTE. LTD.,2020,,Pre-seed,,,https://www.jmedguard.com/,based on internet checks
EWAYZ PTE. LTD.,2018,,Pre-seed,,,,no webpage found
VMORE SYSTEM PTE. LTD.,2019,,Pre-seed,,,https://www.vmoresystem.com/,based on internet checks
DC DIGITAL PTE. LTD.,2022,1 - 10,Pre-seed,Infotech; Enterprise Solutions; Infocomm Tech; IoT,enterprise solutions; Information Technology; Management Platform; Digital Services,https://www.dcdigital.sg/,
YANOK AI&SERVICES PTE. LTD.,2023,1 - 10,Pre-seed,AI; Fintech; SaaS,AI for Business; AI Automation; Business Process Automation; API Management; AI Apps,https://www.yanok.ai,
CMED HEALTH PTE. LTD.,2020,1 - 10,Seed,Digital Health; AI; Healthcare Services; IoT; Data Analysis,Digitised Health Systems; Telemedicine; Health Analytics; Mobile Health; Primary Care,https://cmed.com.bd/,
RKCL SINGAPORE PTE. LTD.,2021,11 - 50,Pre-seed,Supply Chain & Logistics; SaaS,"freight tech , Logistics, Supply chain, Digital Freight Forwarder, Container, Exports ",https://olaport.com,
STRINGSSG PTE. LTD.,2018,1 - 10,Pre-seed,Infotech; AI; Urban Solutions; Lifestyle; SaaS,,https://www.stringssg.com,
BIOMETALLICA PTE. LTD.,2022,1 - 10,Pre-seed,Biotech; Cleantech; Manufacturing & Engineering; Others,"#sustainablemanufacturing, #cleantech, #circulareconomy, #e-waste",https://biometallica.com,
COMENOW PTE. LTD.,2020,1 - 10,Pre-seed,E-Commerce; Lifestyle,#marketplace,https://comenow.com,
Unified Intelligence,2021,1 - 10,Pre-seed,AI; Fintech; Enterprise Solutions; Data Analysis; Big Data,Risk Management; Personal Finance; Anti-Money Laundering; Crowdfunding; Payment Systems; P2P Lending; Insurtech,https://www.unified-intelligence.ai/,
CYBERLYMPHA PTE. LTD.,2021,11 - 50,Pre-seed,Infotech; AI; IoT,Cyber Security,https://cyberlympha.com,
BURSEMENT PTE. LTD.,2022,1 - 10,Pre-seed,Infotech; AI; Fintech,AI; FinTech; Finance,https://burseai.com,
HOVER X SPACE PTE. LTD.,2023,1 - 10,Pre-seed,Aerospace; Others,Space Technology; Avionics; electronics   ,https://hovexspaceflightcomputer.godaddysites.com,
ACTUARIES ONTAP PTE. LTD.,2019,51 - 100,Pre-seed,AI; Healthcare Services; Fintech; Data Analysis,,http://www.actuariesontap.com/,
PANGAEA TUNA INTERNATIONAL PTE. LTD.,2022,1 - 10,Pre-seed,Food Science and Technology; AI; Blockchain; IoT; SaaS,Trading; Precision Agriculture; SaaS; Seed; E-Commerce; Diagnostics; Microbiology; Waste Technology; Rapid Testing Kits; Systems Development,https://www.tunasolutions.com,
MEICAN SINGAPORE PTE. LTD.,2022,1 - 10,Pre-seed,Food & Beverage; SaaS,platform catering,https://www.meican.com,
GREEN BUILDING DESIGN PTE. LTD.,2023,1 - 10,Pre-seed,Biotech; Urban Solutions,FURNITURE DESIGN SERVICES；OTHER SPECIALISED DESIGN ACTIVITIES N.E.C.,https://m.bysjy.com.cn/frontend/student/default/chance/recommendcompanydetails/?token=yxqqnn2600000031&company_id=527657&apply_id=,
GORO TECHNOLOGY PTE. LTD.,2022,11 - 50,Pre-seed,Fintech; Travel & Hospitality; Real Estate; Blockchain,Risk Management; Investing,https://www.goro.id,
DEEPMARKER PTE. LTD.,2021,1 - 10,Pre-seed,Fintech; Blockchain; Data Analysis; Big Data,,https://www.coinlake.co,
WATAWASTE PTE. LTD.,2021,11 - 50,Pre-seed,Food & Beverage; Food Manufacturing & Processing,Waste Technology; Waste Management; E-Commerce; SaaS,https://www.yindii.co,
GALAMAD AEROSPACE PTE. LTD.,2023,1 - 10,Pre-seed,Aerospace,Space Technology; Space ,https://galamad.space/,
SHINE EDTECH PTE. LTD.,2021,1 - 10,Pre-seed,Education; AI; SaaS; Data Analysis,,https://shineedtech.com/,
BLUE BLOCK PTE. LTD.,2023,1 - 10,Pre-seed,,,https://blueblock.sg/,
FLOMONEY PRIVATE LIMITED,2023,11 - 50,Pre-seed,Infotech; AI,Natural Language Processing; Legal Tech,https://flomoney.info,
BUBBLE3 PTE. LTD.,2020,1 - 10,Pre-seed,Education; Travel & Hospitality; Healthcare; Cleantech; Lifestyle,Medical devices; Mobile Health; Digitised Health Systems; Home & Living,https://bubble3.co,
THEONEHOURPROJECT PTE. LTD.,2023,1 - 10,Pre-seed,Enterprise Solutions; Lifestyle; SaaS,social good; Social Enterprise ; techforgood,https://theonehourproject.com/,
RENORA TECHNOLOGIES PTE. LTD.,2022,1 - 10,Pre-seed,AI; Fintech; Blockchain; SaaS,Digital Assets; Crypto; Blockchain; SaaS; Investing; Cryptocurrency,https://renora.io/,
ACCEL WAVE TECHNOLOGIES PTE. LTD.,2023,1 - 10,Pre-seed,Media; E-Commerce; AI; Entertainment; Data Analysis,,https://www.oyesmedia.com,
HAMMER BUILD PTE. LTD.,2023,1 - 10,Pre-seed,Media; E-Commerce; Enterprise Solutions; Infocomm Tech; Urban Solutions,SaaS; Application Development; Social Networking; Social Media; information tech; Customer Relationship Management; Knowledge Management; Inventory Management,https://www.tiktok.com/@sonarsingapore,
ADMASOL PTE. LTD.,2023,1 - 10,Pre-seed,AI; Food & Beverage; Manufacturing & Engineering; Cloud; Big Data,,https://admas.store/,
GENPULSE PTE. LTD.,2023,1 - 10,Pre-seed,Biotech; AI; Consumer Electronics; Digital Health; Blockchain,Telemedicine; Mobile Health; Health Analytics; Digitised Health Systems; Bioinformatics,https://www.lushair.net/,
NUBIOTECH PTE. LTD.,2020,11 - 50,Pre-seed,Food Science and Technology; Biotech; Food & Beverage; Complementary Health Products; Big Data,Organic Farming; Health Supplements; Health Analytics; Bioinformatics,https://www.nubiotechasia.com/,
APPLIED AI PTE. LTD.,2023,1 - 10,Pre-seed,Education; AI; Enterprise Solutions,AI; Education; Solution; consulting ; Hackathon; Strategy; Technology,https://ailti.org/,
BROUAV PTE. LTD.,2022,1 - 10,Pre-seed,,,https://bro-uav.com/,
ORIGINNOVATION PTE. LTD.,2024,11 - 50,Pre-seed,Food Science and Technology; Food & Beverage; Travel & Hospitality; Manufacturing & Engineering; Food Manufacturing & Processing,,http://www.2050eco.world,
EAZIE TV PTE. LTD.,2020,1 - 10,Pre-seed,Media; Telecom; Entertainment; SaaS,TV MADE EASY,https://eazie.tv/,
GROF SERVICES PTE. LTD.,2023,11 - 50,Pre-seed,Fintech; Enterprise Solutions,,https://www.grof.co,
CYBEYE INTELLIGENCE PTE. LTD.,2024,1 - 10,Pre-seed,,,https://www.cybeyeintel.com,
CARBON COPIES AI (PTE. LTD.),2024,1 - 10,Pre-seed,AI; Enterprise Solutions; SaaS,Web Development; Application Development,https://www.carboncopies.ai,
DSGIO GLOBAL PTE. LTD.,2023,1 - 10,Pre-seed,Industrial Electronics; AI; Enterprise Solutions; IoT; Hardware,Video Processing; Video Streaming; Communication Systems,https://www.dsgio.com,
MEMOVE PTE. LTD.,2023,1 - 10,Pre-seed,Transport; Travel & Hospitality; Urban Solutions; Lifestyle; IoT,,https://www.memove.sg/,
PAYINONE SG PTE. LTD.,2022,51 - 100,Pre-seed,Fintech; Enterprise Solutions,SaaS; Human Resources; Payment Systems,http://payin.one/,
GROOMX PTE. LTD.,2024,1 - 10,Pre-seed,Infotech; Retail; E-Commerce; Lifestyle; Others,Grooming; Services; Payment Systems; Application Development; Systems Development; Communication Systems,http://www.groom-x.com,
GREENAIRY PTE. LTD.,2024,1 - 10,Pre-seed,Agritech; Consumer Electronics; Complementary Health Products; Healthcare; Hardware,Controlled Environment Agriculture; Green Building Technology; Digitised Health Systems; Smart Farming; Home & Living; Consumer Electronics; Pollution Control,https://www.greenairy.sg/,
BRAIN HEALTH INNOVATIONS PTE. LTD.,2024,1 - 10,Pre-seed,Medtech; Digital Health; AI; Healthcare; AR/VR,Digitised Health Systems; Medical devices; brain computer interface ,https://www.drbrain.asia,
HANDSHAKE TECHNOLOGIES PTE. LTD.,2024,1 - 10,Pre-seed,Fintech,,https://handshake.finance/,
SEACOINTEL.COM PTE. LTD.,2024,1 - 10,Pre-seed,,,http://seacointel.com,
FLEX LOGISTICS PTE. LTD.,2020,11 - 50,Pre-seed,AI; Healthcare Services; Supply Chain & Logistics,Supply Chain; Healthcare; logistics,https://flexlogistics.sg/,
OSHAI HEALTHCARE PTE. LTD.,2025,1 - 10,Pre-seed,,,http://www.oshaihealth.com,
BADGER AI & TECHNOLOGIES PTE. LTD.,2025,1 - 10,Pre-seed,,,https://www.bart.com.sg,
NIYAM PTE. LTD.,2024,1 - 10,Pre-seed,Semiconductor; AI; Enterprise Solutions; Manufacturing & Engineering; SaaS,,https://niyam.xyz/,
BR&V TECHNOLOGY PTE. LTD.,2023,1 - 10,Pre-seed,Agritech; AI; IoT,,https://agrisense.brvtechnologysg.com,
MONADEX TECHNOLOGY PTE. LTD.,2024,1 - 10,Pre-seed,Infotech; Consumer Electronics; Events; Enterprise Solutions; Entertainment,SaaS; Systems Development; Application Development,https://www.monadex.org,
MENOPAUSE AND BEYOND PTE. LTD.,2025,1 - 10,Pre-seed,Medtech; Digital Health; AI; Healthcare,,https://www.heyvenusintegratedhealthscience.com,
WATER AND SHARK PTE. LTD.,2019,11 - 50,Pre-seed,Enterprise Solutions; Others,legal; accounting; Compliance; cross-border; Advisory; Taxation; international expansion,https://waterandshark.com/,
GENLOGIX PTE. LTD.,2025,1 - 10,Pre-seed,E-Commerce; Supply Chain & Logistics; Manufacturing & Engineering,Cross Border Logistics,https://www.genlogix.sg,
AI SUPER PRIVATE LIMITED,2025,1 - 10,Pre-seed,AI; Enterprise Solutions,whatsapp; chatbot; AI; crm; Sales; appointments; b2b,https://asi.sg,
ODYSSEA AI PTE. LTD.,2023,1 - 10,Pre-seed,AI; Digital Health; Healthcare; Lifestyle,Mobile Health; Health Analytics,https://www.odyssea.ai/,
SENTINEL GROUP (PTE. LTD.),2024,1 - 10,Pre-seed,Infotech; AI; AR/VR; Robotics,,https://sentinelgp.com,
PEOPLE DECODER PTE. LTD.,2024,1 - 10,Pre-seed,Infotech; AI; Blockchain,#AI #techsolutions #matchzz ,https://thepeopledecoder.com/,
RROSE PTE. LTD.,2022,1 - 10,Pre-seed,AI; Blockchain,"AI, Recruitment, Blockchain",https://rockrose.xyz/,
VALEO TECH PTE. LTD.,2025,1 - 10,Pre-seed,Education; Medtech; Real Estate; Enterprise Solutions; Hardware,Wellness technology; Biophilic design; building technology; soundscaping; Smart Buildings; workplace innovation; Health Analytics; proptech; Human Centred Design,http://www.valeotechnology.com,
NEXTGEN FINTECH LEARNING CENTER PTE. LTD.,2024,1 - 10,Pre-seed,Education; AI; Blockchain; SaaS,,https://www.nexft.com.sg/,
ENEST PTE. LTD.,2025,1 - 10,Pre-seed,AI; Enterprise Solutions; Infocomm Tech,Renewable Energy; Energy Storage; Big Data; Systems Development; Application Development,https://www.enest.ai,
TERRA OLEO PTE. LTD.,2023,1 - 10,Pre-seed,Biotech,,https://terraoleo.com.sg/,
LION ENGLISH SINGAPORE PTE. LTD.,2025,1 - 10,Pre-seed,Education; AI; E-Commerce; Fintech; Big Data,LionEnglish,https://lionenglish.school/,
COFAB PTE. LTD.,2025,1 - 10,Pre-seed,AI; Enterprise Solutions; Supply Chain & Logistics; Manufacturing & Engineering; SaaS,AI technology; SaaS; Productivity software; Manufacturing software; b2b; Semiconductor; Manufacturer; Quote-to-cash conversion; Digital Transformation; Quoting and cost estimation,https://www.cofab.co,
INK AN EPIC PTE. LTD.,2025,1 - 10,Pre-seed,Education; Media; AI; Enterprise Solutions; SaaS,AI; Education; visual storytelling; E-Books; E-Learning; graphics; Illustration,https://inkanepic.com/,
EXDYNA PTE. LTD.,2025,1 - 10,Pre-seed,AI; Enterprise Solutions; SaaS; Data Analysis; Big Data,AI; AI-Native High Performance Computing; Large-Scale Physics Modelling; Scientific Data Generation & Analysis; Big Data Processing; Large Science Model; Science Foundation Model; Scalable Simulation Platform; Data-Driven Science and Engineering Modelling; Computational Modelling,https://www.exdyna.ai,
EAZY AI PTE. LTD.,2025,1 - 10,Pre-seed,Retail; AI; E-Commerce,E-Commerce; conversational commerce; aicommerce,https://goeazy.shop,
MEMPAT AI PTE. LTD.,2025,1 - 10,Pre-seed,,,https://www.mempat.com,
FOUNDRY8 PTE. LTD.,2025,1 - 10,Pre-seed,Infotech; AI; Enterprise Solutions; Cloud,AI; data engineering; AI-Powered Application; Enterprise System; Data Warehouse; UIUX,https://foundry8.tech/,
SIMPLER SUPPLY (PRIVATE LIMITED),2024,1 - 10,Pre-seed,Retail; E-Commerce; Food & Beverage; Supply Chain & Logistics; SaaS,SaaS; Supply; Order Management; Retail,https://simplersupply.com/,
BIOXCYTE PTE. LTD.,2025,1 - 10,Pre-seed,,,https://www.bioxcyte.com,
CONIVA AI PTE. LTD.,2025,1 - 10,Pre-seed,AI; E-Commerce; Travel & Hospitality; Healthcare; SaaS,Customer Relationship Management,https://coniva.ai,
SUNVENTOR PTE. LTD.,2025,1 - 10,Pre-seed,,,https://sunventor.com,
DORJE AI PTE. LTD.,2024,1 - 10,Pre-seed,E-Commerce; Fintech; Enterprise Solutions; Infocomm Tech; Big Data,Agentic AI; Enterprise AI; enterprise reosurce planning; financial automation; FinTech; machine learning,https://dorje.ai,
INJEWELME PTE. LTD.,2025,11 - 50,Pre-seed,AI; Digital Health,AI Healthtech,https://www.injewelme.com,
MYNETWORK PRIVATE LIMITED,2024,1 - 10,Pre-seed,Infotech; AI,SaaS,http://www.myfamily.sg,
TESSERA PTE. LTD.,2023,1 - 10,Pre-seed,AI; Events; E-Commerce; Travel & Hospitality; Blockchain,Ticketing; web3; E-Commerce; SaaS; eventmanagement,https://www.yourtessera.com/discover/events-in-singapore,
C.MAX SYSTEMS PTE. LTD.,2025,1 - 10,Pre-seed,Aerospace; Urban Solutions; IoT; Hardware; Robotics,WILDLIFE DISPERSAL ROBOTS/DRONES AT AIRPORTS,https://www.websiteontheway.com,
PAATHZ PTE. LTD.,2025,1 - 10,Pre-seed,AI; Travel & Hospitality,AI; hospitality; Hotels; Software,https://paathz.com/,
FINANCIALREPORTS PTE. LTD.,2025,1 - 10,Pre-seed,AI; Fintech; Data Analysis; Big Data,Personal Finance; Investing; Data Warehouse; SaaS; Data Analysis; Big Data,https://financialreports.eu/,
CRYOGENIQ PTE. LTD.,2025,1 - 10,Pre-seed,Medtech; Food Science and Technology; Biotech; Manufacturing & Engineering; Food Manufacturing & Processing,DeepTech; CryogenicTechnology; LifeSciences; Biostorage; FoodTech; SustainableTech; TechInnovation; ScienceAndTechnology; ColdChainInnovation; StartupSG,http://cryogeniq.life,
ONEBYZERO TECH PTE. LTD.,2022,11 - 50,Pre-seed,E-Commerce; Fintech,E-Commerce; Cryptocurrency; Big Data; Payment Systems,https://www.blockonomics.co,
GOLDILOCK SECURE ASIA PTE. LTD.,2022,,Pre-seed,,,,
PATCHWORK PTE. LTD.,2024,1 - 10,Pre-seed,AI; Enterprise Solutions,Workflows; AI,https://patched.codes,
VINNOVATE GLOBAL PTE. LTD.,2025,1 - 10,Pre-seed,,,https://vinnovateglobal.com/,
KONAFIN PTE. LTD.,2025,1 - 10,Pre-seed,AI; E-Commerce; Food & Beverage; Enterprise Solutions; Supply Chain & Logistics,E-Commerce; Enterprise; Food Packaging; SaaS; Eco Monitoring Technologies; Smart & Sustainable Packaging,https://www.konafin.co/,
PLOUTON TECHNOLOGY LABS PTE. LTD.,2025,1 - 10,Pre-seed,AI; Fintech; Enterprise Solutions; SaaS; Data Analysis,"AI, Fintech, Automation, B2B",https://plouton.co/,
ENTERPRISE PERFORMANCE MANAGEMENT SYSTEMS PTE. LTD.,2024,1 - 10,Pre-seed,,,https://epms.com,
ZODA HOLDINGS PRIVATE LIMITED,2023,1 - 10,Pre-seed,Precision Engineering; Retail; E-Commerce; Digital Health; Lifestyle,"Wearable Tech, Sportswear, Activewear, Sustainability, ",https://www.zoda.sg/,
DEZ LABS PRIVATE LIMITED,2025,1 - 10,Pre-seed,AI; Digital Health; Healthcare,Health Analytics,https://dezcare.ai,
SYNACORE PTE. LTD.,2025,1 - 10,Pre-seed,Precision Engineering; Manufacturing & Engineering,3D Printing; digital twins,https://www.synacore.net,
THRIALS PTE. LTD.,2025,1 - 10,Pre-seed,Digital Health; AI; Healthcare; SaaS,Drug development ; Clinical Trials; Medical Device; FDA; Digital Health,https://thrials.com/,
CLANME PTE. LTD.,2025,1 - 10,Pre-seed,AI; Enterprise Solutions; Infocomm Tech; SaaS; Cloud,Human Resources; Tournament Management; Student Career Services AI,https://clanme.com,
NIYOGEN PTE. LTD.,2025,1 - 10,Pre-seed,AI; Travel & Hospitality; Enterprise Solutions; Entertainment; SaaS,Agentic AI; Decision Support Assistent; travel; Tourism ; Discount Search; AI; Swarm intelligence; ERP; Distributed Systems; Safety Assistant,http://niyogen.com,
SPACETID DIGITAL TECHNOLOGY PTE. LTD.,2024,1 - 10,Pre-seed,AI; Fintech; SaaS; Big Data,Trading,https://www.spacetid.com/,
GYGES TECHNOLOGY PTE. LTD.,2024,1 - 10,Pre-seed,AI,Video Processing,http://www.gygeslabs.com,
STRAITSMICRO PTE. LTD.,2026,1 - 10,Pre-seed,Semiconductor; AI; Consumer Electronics; Telecom; Hardware,"​Accelerating innovation in India through co-creation, state-of-the-art fabrication, and strategic partnerships",http://www.straitsmicro.com,
SENSEID TECHNOLOGY PTE. LTD.,2023,1 - 10,Pre-seed,Cleantech; Manufacturing & Engineering; IoT; Data Analysis,Renewable Energy; Data Analysis,https://senseidtech.com/,
LOOP DIAGNOSTICS PTE. LTD.,2026,1 - 10,Pre-seed,Medtech; Healthcare,In Vitro Diagnostics (IVD); Diagnostics; Sepsis; Medical devices; Life Science Tools,https://loopdx.com/,
INOETIC PTE. LTD.,2026,1 - 10,Pre-seed,AI; Infocomm Tech; SaaS,Software; AI; Artificial intelligence,https://inoetic.com,
ECOVOLT TECHNOLOGIES PTE. LTD.,2025,1 - 10,Pre-seed,AI; Real Estate; Cleantech; IoT; Cloud,Green Building Technology,https://www.ecovolt.ai,
JICAMA TECH PTE. LTD.,2026,1 - 10,Pre-seed,AI; Fintech; Enterprise Solutions; Data Analysis,aiexpense; agenticaiexpense; receiptiq; xpensegpt; xpenseaiq,https://jicama.tech,
SRESHT AYUR PTE. LTD.,2025,1 - 10,Pre-seed,AI; Lifestyle,Artificial intelligence; Digital Health; Wellness; Nutrition Tech; Consumer Health,https://www.myayur.app/,
NEXUS ECOSYSTEMS PTE. LTD.,2025,1 - 10,Pre-seed,Urban Solutions; Cleantech,Water Treatment; Waste Management; Waste Technology; Renewable Energy; Recycling; Materials & Processes,https://www.nexus-ecosystems.com/,
INTELLOCORE PTE. LTD.,2022,1 - 10,Pre-seed,AI; Fintech; Enterprise Solutions; Cloud,Payment Systems; Risk Management,https://intellocore.com,
VOCO PRIVATE LIMITED,2026,1 - 10,Pre-seed,AI; Enterprise Solutions; SaaS,"AI, SaaS, Startup",https://voco.live,
MCSQUAREAI PTE. LTD.,2025,1 - 10,Pre-seed,AI; Infocomm Tech,#mc2ai #CyberAISolutions,https://www.mc2ai.site/,
SILVER WATER TECHNOLOGIES SINGAPORE PTE. LTD.,2024,101 - 200,Pre-seed,Retail; Consumer Electronics,E-Commerce; Digital Marketing,https://www.pickaboo.com,
NEXUSDESK PTE. LTD.,2025,1 - 10,Pre-seed,AI; Enterprise Solutions; Infocomm Tech; SaaS,AI; LLM Routing; Compliance; privacy; DeepTech; Enterprise AI; Data Governance; AI Infrastructure; ai safety; SaaS,https://www.nexusdesk.io,
SNAP4ME PTE. LTD.,2022,1 - 10,Pre-seed,Transport; E-Commerce; Travel & Hospitality; Infocomm Tech; Urban Solutions,Snap4me begins where your search engine ends,https://www.snap4me.com/,
KIMINI MEDICAL PTE. LTD.,2026,1 - 10,Pre-seed,Medtech,Medical devices; Decentralized Healthcare,https://kimini-med.com,
MUUN AI PTE. LTD.,2025,1 - 10,Pre-seed,,,https://muun-ai.com,
STRONGKEEP CYBERSECURITY PTE. LTD.,2025,1 - 10,Pre-seed,,,https://www.strongkeep.com,
PRIVATE NATION PTE. LTD.,2023,1 - 10,Pre-seed,Infotech; Digital Health; Fintech; Enterprise Solutions; Infocomm Tech,Trust; Cyber Security; Digital Security; verification; privacy; consumer; Telco; FinTech; SaaS; patent,https://www.privatenation.co/,
MADO STYLE PTE. LTD.,2026,1 - 10,Pre-seed,AI; Travel & Hospitality; Lifestyle,AI; travel; Lifestyle; Rental ; E-Commerce; Sustainabililty  ; Sharing Economy,https://www.mado.style,
CELVERA BIOSYSTEMS PTE. LTD.,2026,1 - 10,Pre-seed,Medtech; Agritech; Biotech; AI; IoT,"Aquaculture, AgriFoodTech, DeepTech, MedTech, Biosurveillance, Molecular Diagnostics, IoT, Artificial Intelligence, Sustainability, One Health",http://www.celverabiosystems.com,
SPECTRACANN PTE. LTD.,2026,,Pre-seed,,,,
COVIA LABS PTE. LTD.,2025,1 - 10,Pre-seed,Infotech; AI; Enterprise Solutions; Infocomm Tech; Data Analysis,The Universal Grid for the Agent Economy,https://covia.ai/,
SQUARE PEG TECHNOLOGIES PTE. LTD.,2023,1 - 10,Pre-seed,AI; Enterprise Solutions,AI; voice agent; SaaS; Sales Automation; conversational ai; Call Automation; Customer Support; Multilingual; APAC; Outbound Calling,https://opengreet.ai,
